Year,Term,Course_ID,Course_Name,Course_Description
2018,Fall,CEE 401,Concrete Materials,"Civil Engineering Course. Examination of the influence of constituent materials (cements, water, aggregates and admixtures) on the properties of fresh and hardened concrete, concrete mix design, handling and placement of concrete, and behavior of concrete under various types of loading and environment. Laboratory exercises utilize standard concrete test methods. Field trips are held during some scheduled laboratory sessions. 4 undergraduate hours. 4 graduate hours. Prerequisite: Construction Engineering 300."
2018,Fall,CEE 405,Asphalt Materials I,"Civil Engineering Course. Properties and control testing of bituminous materials, aggregates for bituminous mixtures, and analysis and design of asphalt concrete and liquid asphalt cold mixtures; structural properties of bituminous mixes; surface treatment design; recycling of mixtures. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Construction Engineering 310."
2018,Fall,CEE 406,Pavement Design I,"Civil Engineering Course. Analysis, behavior, performance, and structural design of highway flexible and rigid pavements; climate factors, drainage, traffic loading analysis, and life cycle cost analysis. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Construction Engineering 310."
2018,Fall,CEE 408,Railroad Transportation Engrg,"Civil Engineering Course. Principles and analysis of railroad transportation efficiency, economics, energy, and engineering; effect on production and markets. Railroad infrastructure; locomotive and rolling stock design, function, and operation. Computation of train speed, power, and acceleration requirements; railway traffic control and signaling. Quantitative analytical tools for rail-transportation decision-making and optimization. Field trip to observe railroad infrastructure, equipment and operations. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Construction Engineering 310."
2018,Fall,CEE 409,Railroad Track Engineering,"Civil Engineering Course. Railroad track engineering concepts including track component and system design, construction, evaluation, maintenance, load distribution, and wheel-rail interaction. Design and analysis tools for railroad track engineering and maintenance. Field trip to observe railroad track system and components. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Construction Engineering 310."
2018,Fall,CEE 416,Traffic Capacity Analysis,Civil Engineering Course. Fundamentals of traffic engineering; analysis of traffic stream characteristics; capacity of urban and rural highways; design and analysis of traffic signals and intersections; traffic control; traffic impact studies; traffic accidents. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Construction Engineering 310.
2018,Fall,CEE 421,Construction Planning,"Civil Engineering Course. Project definition; scheduling and control models; material, labor, and equipment allocation; optimal schedules; project organization; documentation and reporting systems; management and control. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Construction Engineering 320."
2018,Fall,CEE 434,Environmental Systems I,"Civil Engineering Course. Introduction to the concepts and applications of environmental systems analysis. Application of mathematical programming and modeling to the design, planning, and management of engineered environmental systems, regional environmental systems, and environmental policy. Economic analysis, including benefit-cost analysis and management strategies. Concepts of tradeoff, non-inferior sets, single- and multi-objective optimization. Practical application to case studies to convey an understanding of the complexity and data collection challenges of actual design practice. 3 undergraduate hours. 3 graduate hours. Prerequisite: Construction Engineering 201 and Construction Engineering 330."
2018,Fall,CEE 437,Water Quality Engineering,"Civil Engineering Course. Fundamental theory underlying the unit processes utilized in the treatment of water for domestic and industrial usage, and in the treatment of domestic and industrial wastewaters. 3 undergraduate hours. 3 graduate hours. Prerequisite: Construction Engineering 330; credit or concurrent registration in TAM 335."
2018,Fall,CEE 442,"Environmental Engineering Principles, Physical","Civil Engineering Course. Analysis of the physical principles which form the basis of many water and air quality-control operations; sedimentation, filtration, inertial separations, flocculation, mixing, and principles of reactor design; energy flows, thermal pollution, earths energy balance. 4 undergraduate hours. 4 graduate hours. Prerequisite: Construction Engineering 437."""
2018,Fall,CEE 443,"Env Eng Principles, Chemical","Civil Engineering Course. Application of principles of chemical equilibrium and chemical kinetics to air and water quality. Thermodynamics, kinetics, acid-base chemistry, complexation, precipitation, dissolution, and oxidation-reduction. Applications. 4 undergraduate hours. 4 graduate hours. Prerequisite: Construction Engineering 437."
2018,Fall,CEE 444,"Env Eng Principles, Biological","Civil Engineering Course. Application of principles of biochemistry and microbiology to air and water quality, wastes, and their engineering management; biological mediated changes in water and in domestic and industrial wastewater. 4 undergraduate hours. 4 graduate hours. Prerequisite: Construction Engineering 443."
2018,Fall,CEE 445,Air Quality Modeling,"Civil Engineering Course. Practical and advanced approaches to pollutant transport and fate in the environment with emphasis on air pollution modeling, including aspects of pollutant dispersion, chemical transformation, and loss. Gaussian plume, chemical mass balance, chemical reaction, grid and trajectory models. Evaluation of models and the development of efficient air quality management strategies. Applications with use of regulatory USEPA air quality models. Same as ATMS 425. 4 undergraduate hours. 4 graduate hours. Prerequisite: Construction Engineering 330 and credit or concurrent registration in TAM 335; or ATMS 302."
2018,Fall,CEE 446,Air Quality Engineering,"Civil Engineering Course. Description and application of chemical and physical principles related to air pollutants, aerosol mechanics, attenuation of light in the atmosphere, air quality regulation, generation of air pollutants, methods to remove gaseous and particulate pollutants from gas streams, and atmospheric dispersion. 4 undergraduate hours. 4 graduate hours. Prerequisite: Construction Engineering 330; credit or concurrent registration in TAM 335."
